,node,strategy,action_vector,neighbors,degree,target,avail_letters,letters_needed,global_time,action_number,action,action_success,words_formed_bool,words_formed
0,8,altruistic,[0.1 0.2 0.4 0.3],"[3, 6]",2,after,"['a', 'r', 'i', 'y', 'n', 'e', 't', 'x', 'j', 'w', 'f']",[],319,32,pass,True,0,0
0,9,selfish,[0.1 0.4 0.2 0.3],"[1, 2, 5, 6]",4,earth,"['t', 'p', 'k', 'z', 'i', 'r', 'e', 'h', 'a', 'j', 'f', 'b', 'n', 'w']",[],320,32,pass,True,0,1
0,0,selfish,[0.1 0.4 0.2 0.3],"[1, 2, 3, 4, 5, 7]",6,while,"['f', 'l', 'm', 'i', 'j', 'k', 'b', 'u', 'w', 'q', 'x', 'h', 'o', 'p', 'z', 'g']",['e'],321,33,think,True,0,4
0,1,altruistic,[0.1 0.2 0.4 0.3],"[0, 4, 5, 6, 7, 9]",6,their,"['l', 'f', 'p', 'a', 'q', 't', 'r', 'e', 'x', 'n', 'h', 'w', 'j', 'z', 's', 'b', 'i', 'k', 'm', 'u', 'o']",[],322,33,think,True,0,0
0,2,selfish,[0.1 0.4 0.2 0.3],"[0, 4, 5, 9]",4,along,"['b', 'm', 'h', 'n', 'g', 'a', 'o', 'p', 'j', 'l', 's', 'i', 'f', 'k']",[],323,33,think,True,0,1
0,3,selfish,[0.1 0.4 0.2 0.3],"[0, 4, 5, 7, 8]",5,share,"['z', 's', 'u', 'f', 's', 'r', 'e', 'h', 'n', 'i', 'w', 'j', 'b', 'a', 'y']",[],324,33,steal,True,0,2
0,4,altruistic,[0.1 0.2 0.4 0.3],"[0, 1, 2, 3]",4,other,"['u', 'l', 'k', 'o', 's', 'r', 'h', 'e', 't', 'f', 'm', 'g', 'a', 'n', 'q', 'b', 'p']",[],325,33,steal,True,0,0
0,5,selfish,[0.1 0.4 0.2 0.3],"[0, 1, 2, 3, 7, 9]",6,relax,"['e', 'x', 'x', 'j', 'r', 'a', 'l', 'z', 'h', 'b', 'w', 'k', 'f', 'p']",[],326,33,steal,False,0,3
0,6,altruistic,[0.1 0.2 0.4 0.3],"[1, 7, 8, 9]",4,final,"['x', 'a', 'w', 'n', 'j', 'l', 'i', 'f']",[],327,33,steal,False,0,1
0,7,altruistic,[0.1 0.2 0.4 0.3],"[0, 1, 3, 5, 6]",5,heart,"['j', 'h', 'w', 'z', 'b', 'r', 't', 'e', 'a', 'x', 'f', 'n', 'l']",[],328,33,think,True,0,1
0,8,altruistic,[0.1 0.2 0.4 0.3],"[3, 6]",2,after,"['a', 'r', 'i', 'y', 'n', 'e', 't', 'x', 'j', 'w', 'f']",[],329,33,steal,False,0,0
0,9,selfish,[0.1 0.4 0.2 0.3],"[1, 2, 5, 6]",4,earth,"['t', 'p', 'k', 'z', 'i', 'r', 'e', 'h', 'a', 'j', 'f', 'b', 'n', 'w']",[],330,33,steal,False,0,1
0,0,selfish,[0.1 0.4 0.2 0.3],"[1, 2, 3, 4, 5, 7]",6,while,"['f', 'l', 'm', 'i', 'j', 'k', 'b', 'u', 'w', 'q', 'x', 'h', 'o', 'p', 'z', 'g']",['e'],331,34,think,True,0,4
0,1,altruistic,[0.1 0.2 0.4 0.3],"[0, 4, 5, 6, 7, 9]",6,their,"['l', 'f', 'p', 'a', 'q', 't', 'r', 'e', 'x', 'n', 'h', 'w', 'j', 'z', 's', 'b', 'i', 'k', 'm', 'u', 'o']",[],332,34,pass,True,0,0
0,2,selfish,[0.1 0.4 0.2 0.3],"[0, 4, 5, 9]",4,along,"['b', 'm', 'h', 'n', 'g', 'a', 'o', 'p', 'j', 'l', 's', 'i', 'f', 'k']",[],333,34,think,True,0,1
0,3,selfish,[0.1 0.4 0.2 0.3],"[0, 4, 5, 7, 8]",5,share,"['z', 's', 'u', 'f', 's', 'r', 'e', 'h', 'n', 'i', 'w', 'j', 'b', 'a', 'y']",[],334,34,think,True,0,2
0,4,altruistic,[0.1 0.2 0.4 0.3],"[0, 1, 2, 3]",4,other,"['u', 'l', 'k', 'o', 's', 'r', 'h', 'e', 't', 'f', 'm', 'g', 'a', 'n', 'q', 'b', 'p']",[],335,34,pass,True,0,0
0,5,selfish,[0.1 0.4 0.2 0.3],"[0, 1, 2, 3, 7, 9]",6,relax,"['e', 'x', 'x', 'j', 'r', 'a', 'l', 'z', 'h', 'b', 'w', 'k', 'f', 'p']",[],336,34,think,True,0,3
0,6,altruistic,[0.1 0.2 0.4 0.3],"[1, 7, 8, 9]",4,final,"['x', 'a', 'w', 'n', 'j', 'l', 'i', 'f']",[],337,34,pass,True,0,1
0,7,altruistic,[0.1 0.2 0.4 0.3],"[0, 1, 3, 5, 6]",5,heart,"['j', 'h', 'w', 'z', 'b', 'r', 't', 'e', 'a', 'x', 'f', 'n', 'l']",[],338,34,pass,True,0,1
0,8,altruistic,[0.1 0.2 0.4 0.3],"[3, 6]",2,after,"['a', 'r', 'i', 'y', 'n', 'e', 't', 'x', 'j', 'w', 'f']",[],339,34,pass,True,0,0
0,9,selfish,[0.1 0.4 0.2 0.3],"[1, 2, 5, 6]",4,earth,"['t', 'p', 'k', 'z', 'i', 'r', 'e', 'h', 'a', 'j', 'f', 'b', 'n', 'w']",[],340,34,think,True,0,1
0,0,selfish,[0.1 0.4 0.2 0.3],"[1, 2, 3, 4, 5, 7]",6,while,"['f', 'l', 'm', 'i', 'j', 'k', 'b', 'u', 'w', 'q', 'x', 'h', 'o', 'p', 'z', 'g', 'a']",['e'],341,35,form,False,0,4
0,1,altruistic,[0.1 0.2 0.4 0.3],"[0, 4, 5, 6, 7, 9]",6,their,"['l', 'f', 'p', 'a', 'q', 't', 'r', 'e', 'x', 'n', 'h', 'w', 'j', 'z', 's', 'b', 'i', 'k', 'm', 'u', 'o']",[],342,35,pass,True,0,0
0,2,selfish,[0.1 0.4 0.2 0.3],"[0, 4, 5, 9]",4,along,"['b', 'm', 'h', 'n', 'g', 'a', 'o', 'p', 'j', 'l', 's', 'i', 'f', 'k']",[],343,35,think,True,0,1
0,3,selfish,[0.1 0.4 0.2 0.3],"[0, 4, 5, 7, 8]",5,share,"['z', 's', 'u', 'f', 's', 'r', 'e', 'h', 'n', 'i', 'w', 'j', 'b', 'a', 'y', 'l']",[],344,35,think,True,0,2
0,4,altruistic,[0.1 0.2 0.4 0.3],"[0, 1, 2, 3]",4,other,"['u', 'l', 'k', 'o', 's', 'r', 'h', 'e', 't', 'f', 'm', 'g', 'a', 'n', 'q', 'b', 'p']",[],345,35,pass,True,0,0
0,5,selfish,[0.1 0.4 0.2 0.3],"[0, 1, 2, 3, 7, 9]",6,relax,"['e', 'x', 'x', 'j', 'r', 'a', 'l', 'z', 'h', 'b', 'w', 'k', 'f', 'p']",[],346,35,think,True,0,3
0,6,altruistic,[0.1 0.2 0.4 0.3],"[1, 7, 8, 9]",4,final,"['x', 'a', 'w', 'n', 'j', 'l', 'i', 'f']",[],347,35,pass,True,0,1
0,7,altruistic,[0.1 0.2 0.4 0.3],"[0, 1, 3, 5, 6]",5,heart,"['j', 'h', 'w', 'z', 'b', 'r', 't', 'e', 'a', 'x', 'f', 'n', 'l']",[],348,35,pass,True,0,1
0,8,altruistic,[0.1 0.2 0.4 0.3],"[3, 6]",2,after,"['a', 'r', 'i', 'y', 'n', 'e', 't', 'x', 'j', 'w', 'f']",[],349,35,think,True,0,0
0,9,selfish,[0.1 0.4 0.2 0.3],"[1, 2, 5, 6]",4,earth,"['t', 'p', 'k', 'z', 'i', 'r', 'e', 'h', 'a', 'j', 'f', 'b', 'n', 'w', 'l']",[],350,35,think,True,0,1
0,0,selfish,[0.1 0.4 0.2 0.3],"[1, 2, 3, 4, 5, 7]",6,while,"['f', 'l', 'm', 'i', 'j', 'k', 'b', 'u', 'w', 'q', 'x', 'h', 'o', 'p', 'z', 'g', 'a']",['e'],351,36,pass,True,0,4
0,1,altruistic,[0.1 0.2 0.4 0.3],"[0, 4, 5, 6, 7, 9]",6,their,"['l', 'f', 'p', 'a', 'q', 't', 'r', 'e', 'x', 'n', 'h', 'w', 'j', 'z', 's', 'b', 'i', 'k', 'm', 'u', 'o']",[],352,36,think,True,0,0
0,2,selfish,[0.1 0.4 0.2 0.3],"[0, 4, 5, 9]",4,among,"['b', 'm', 'h', 'n', 'g', 'p', 'j', 's', 'i', 'f', 'k']",['a' 'o'],353,36,form,True,1,2
0,3,selfish,[0.1 0.4 0.2 0.3],"[0, 4, 5, 7, 8]",5,share,"['z', 's', 'u', 'f', 's', 'r', 'e', 'h', 'n', 'i', 'w', 'j', 'b', 'a', 'y', 'l', 'o']",[],354,36,think,True,0,2
0,4,altruistic,[0.1 0.2 0.4 0.3],"[0, 1, 2, 3]",4,other,"['u', 'l', 'k', 'o', 's', 'r', 'h', 'e', 't', 'f', 'm', 'g', 'a', 'n', 'q', 'b', 'p']",[],355,36,pass,True,0,0
0,5,selfish,[0.1 0.4 0.2 0.3],"[0, 1, 2, 3, 7, 9]",6,relax,"['e', 'x', 'x', 'j', 'r', 'a', 'l', 'z', 'h', 'b', 'w', 'k', 'f', 'p']",[],356,36,think,True,0,3
0,6,altruistic,[0.1 0.2 0.4 0.3],"[1, 7, 8, 9]",4,final,"['x', 'a', 'w', 'n', 'j', 'l', 'i', 'f', 'z']",[],357,36,steal,False,0,1
0,7,altruistic,[0.1 0.2 0.4 0.3],"[0, 1, 3, 5, 6]",5,later,"['j', 'h', 'w', 'z', 'b', 'x', 'f', 'n', 'l']",['a' 'e' 'r' 't'],358,36,form,True,1,2
0,8,altruistic,[0.1 0.2 0.4 0.3],"[3, 6]",2,after,"['a', 'r', 'i', 'y', 'n', 'e', 't', 'x', 'j', 'w', 'f']",[],359,36,steal,False,0,0
0,9,selfish,[0.1 0.4 0.2 0.3],"[1, 2, 5, 6]",4,earth,"['t', 'p', 'k', 'z', 'i', 'r', 'e', 'h', 'a', 'j', 'f', 'b', 'n', 'w', 'l']",[],360,36,steal,False,0,1
0,0,selfish,[0.1 0.4 0.2 0.3],"[1, 2, 3, 4, 5, 7]",6,while,"['f', 'l', 'm', 'i', 'j', 'e', 'k', 'b', 'u', 'w', 'q', 'x', 'h', 'o', 'p', 'z', 'g', 'a']",[],361,37,steal,True,0,4
0,1,altruistic,[0.1 0.2 0.4 0.3],"[0, 4, 5, 6, 7, 9]",6,their,"['l', 'f', 'p', 'a', 'q', 't', 'r', 'e', 'x', 'n', 'h', 'w', 'j', 'z', 's', 'b', 'i', 'k', 'm', 'u', 'o']",[],362,37,pass,True,0,0
0,2,selfish,[0.1 0.4 0.2 0.3],"[0, 4, 5, 9]",4,among,"['b', 'm', 'h', 'n', 'g', 'o', 'p', 'j', 's', 'i', 'f', 'k', 'u']",['a'],363,37,steal,True,0,2
0,3,selfish,[0.1 0.4 0.2 0.3],"[0, 4, 5, 7, 8]",5,share,"['z', 's', 'u', 'f', 's', 'r', 'e', 'h', 'n', 'i', 'w', 'j', 'b', 'a', 'y', 'l', 'o']",[],364,37,think,True,0,2
0,4,altruistic,[0.1 0.2 0.4 0.3],"[0, 1, 2, 3]",4,other,"['u', 'l', 'k', 'o', 's', 'r', 'h', 'e', 't', 'f', 'm', 'g', 'a', 'n', 'q', 'b', 'p']",[],365,37,steal,False,0,0
0,5,selfish,[0.1 0.4 0.2 0.3],"[0, 1, 2, 3, 7, 9]",6,relax,"['e', 'x', 'x', 'j', 'r', 'a', 'l', 'z', 'h', 'b', 'w', 'k', 'f', 'p']",[],366,37,pass,True,0,3
0,6,altruistic,[0.1 0.2 0.4 0.3],"[1, 7, 8, 9]",4,plain,"['x', 'a', 'w', 'n', 'j', 'z']",['i' 'l' 'p'],367,37,form,True,1,2
0,7,altruistic,[0.1 0.2 0.4 0.3],"[0, 1, 3, 5, 6]",5,later,"['j', 'h', 'w', 'z', 'b', 'a', 'x', 'f', 'n', 'l']",['e' 'r' 't'],368,37,steal,True,0,2
0,8,altruistic,[0.1 0.2 0.4 0.3],"[3, 6]",2,after,"['a', 'r', 'i', 'y', 'n', 'e', 't', 'x', 'j', 'w', 'f']",[],369,37,pass,True,0,0
0,9,selfish,[0.1 0.4 0.2 0.3],"[1, 2, 5, 6]",4,earth,"['t', 'p', 'k', 'z', 'i', 'r', 'e', 'h', 'a', 'j', 'f', 'b', 'n', 'w', 'l']",[],370,37,pass,True,0,1
0,0,selfish,[0.1 0.4 0.2 0.3],"[1, 2, 3, 4, 5, 7]",6,while,"['f', 'l', 'm', 'i', 'j', 'e', 'k', 'b', 'u', 'w', 'q', 'x', 'h', 'o', 'p', 'z', 'g', 'a']",[],371,38,think,True,0,4
0,1,altruistic,[0.1 0.2 0.4 0.3],"[0, 4, 5, 6, 7, 9]",6,their,"['l', 'f', 'p', 'a', 'q', 't', 'r', 'e', 'x', 'n', 'h', 'w', 'j', 'z', 's', 'b', 'i', 'k', 'm', 'u', 'o']",[],372,38,think,True,0,0
0,2,selfish,[0.1 0.4 0.2 0.3],"[0, 4, 5, 9]",4,among,"['b', 'm', 'h', 'n', 'g', 'o', 'p', 'j', 's', 'i', 'f', 'k', 'u', 'x']",['a'],373,38,pass,True,0,2
0,3,selfish,[0.1 0.4 0.2 0.3],"[0, 4, 5, 7, 8]",5,share,"['z', 's', 'u', 'f', 's', 'r', 'e', 'h', 'n', 'i', 'w', 'j', 'b', 'a', 'y', 'l', 'o']",[],374,38,steal,False,0,2
0,4,altruistic,[0.1 0.2 0.4 0.3],"[0, 1, 2, 3]",4,other,"['u', 'l', 'k', 'o', 's', 'r', 'h', 'e', 't', 'f', 'm', 'g', 'a', 'n', 'q', 'b', 'p']",[],375,38,think,True,0,0
0,5,selfish,[0.1 0.4 0.2 0.3],"[0, 1, 2, 3, 7, 9]",6,relax,"['e', 'x', 'x', 'j', 'r', 'a', 'l', 'z', 'h', 'b', 'w', 'k', 'f', 'p', 'i', 'g']",[],376,38,pass,True,0,3
0,6,altruistic,[0.1 0.2 0.4 0.3],"[1, 7, 8, 9]",4,plain,"['x', 'a', 'w', 'n', 'j', 'p', 'z']",['i' 'l'],377,38,steal,True,0,2
0,7,altruistic,[0.1 0.2 0.4 0.3],"[0, 1, 3, 5, 6]",5,later,"['j', 'h', 'w', 'z', 'b', 'a', 'x', 'f', 'n', 'l']",['e' 'r' 't'],378,38,pass,True,0,2
0,8,altruistic,[0.1 0.2 0.4 0.3],"[3, 6]",2,after,"['a', 'r', 'i', 'y', 'n', 'e', 't', 'x', 'j', 'w', 'f']",[],379,38,pass,True,0,0
0,9,selfish,[0.1 0.4 0.2 0.3],"[1, 2, 5, 6]",4,earth,"['t', 'p', 'k', 'z', 'i', 'r', 'e', 'h', 'a', 'j', 'f', 'b', 'n', 'w', 'l']",[],380,38,steal,False,0,1
0,0,selfish,[0.1 0.4 0.2 0.3],"[1, 2, 3, 4, 5, 7]",6,while,"['f', 'l', 'm', 'i', 'j', 'e', 'k', 'b', 'u', 'w', 'q', 'x', 'h', 'o', 'p', 'z', 'g', 'a']",[],381,39,think,True,0,4
0,1,altruistic,[0.1 0.2 0.4 0.3],"[0, 4, 5, 6, 7, 9]",6,their,"['l', 'f', 'p', 'a', 'q', 't', 'r', 'e', 'x', 'n', 'h', 'w', 'j', 'z', 's', 'b', 'i', 'k', 'm', 'u', 'o']",[],382,39,think,True,0,0
0,2,selfish,[0.1 0.4 0.2 0.3],"[0, 4, 5, 9]",4,among,"['b', 'm', 'h', 'n', 'g', 'o', 'p', 'j', 's', 'i', 'f', 'k', 'u', 'x']",['a'],383,39,think,True,0,2
0,3,selfish,[0.1 0.4 0.2 0.3],"[0, 4, 5, 7, 8]",5,share,"['z', 's', 'u', 'f', 's', 'r', 'e', 'h', 'n', 'i', 'w', 'j', 'b', 'a', 'y', 'l', 'o', 'x']",[],384,39,pass,True,0,2
0,4,altruistic,[0.1 0.2 0.4 0.3],"[0, 1, 2, 3]",4,great,"['u', 'l', 'k', 'o', 's', 'f', 'm', 'g', 'a', 'n', 'q', 'b', 'p']",['e' 'r' 't'],385,39,form,True,1,1
0,5,selfish,[0.1 0.4 0.2 0.3],"[0, 1, 2, 3, 7, 9]",6,relax,"['e', 'x', 'x', 'j', 'r', 'a', 'l', 'z', 'h', 'b', 'w', 'k', 'f', 'p', 'i', 'g']",[],386,39,steal,False,0,3
0,6,altruistic,[0.1 0.2 0.4 0.3],"[1, 7, 8, 9]",4,plain,"['x', 'a', 'w', 'n', 'j', 'p', 'z']",['i' 'l'],387,39,think,True,0,2
0,7,altruistic,[0.1 0.2 0.4 0.3],"[0, 1, 3, 5, 6]",5,later,"['j', 'h', 'w', 'z', 'b', 'a', 'x', 'f', 'n', 'l']",['e' 'r' 't'],388,39,think,True,0,2
0,8,altruistic,[0.1 0.2 0.4 0.3],"[3, 6]",2,after,"['a', 'r', 'i', 'y', 'n', 'e', 't', 'x', 'j', 'w', 'f']",[],389,39,steal,False,0,0
0,9,selfish,[0.1 0.4 0.2 0.3],"[1, 2, 5, 6]",4,earth,"['t', 'p', 'k', 'z', 'i', 'r', 'e', 'h', 'a', 'j', 'f', 'b', 'n', 'w', 'l']",[],390,39,pass,True,0,1
0,0,selfish,[0.1 0.4 0.2 0.3],"[1, 2, 3, 4, 5, 7]",6,while,"['f', 'l', 'm', 'i', 'j', 'e', 'k', 'b', 'u', 'w', 'q', 'x', 'h', 'o', 'p', 'z', 'g', 'a', 's']",[],391,40,steal,False,0,4
0,1,altruistic,[0.1 0.2 0.4 0.3],"[0, 4, 5, 6, 7, 9]",6,their,"['l', 'f', 'p', 'a', 'q', 't', 'r', 'e', 'x', 'n', 'h', 'w', 'j', 'z', 's', 'b', 'i', 'k', 'm', 'u', 'o']",[],392,40,steal,False,0,0
0,2,selfish,[0.1 0.4 0.2 0.3],"[0, 4, 5, 9]",4,among,"['b', 'm', 'h', 'n', 'g', 'o', 'p', 'j', 's', 'i', 'f', 'k', 'u', 'x', 'z']",['a'],393,40,form,False,0,2
0,3,selfish,[0.1 0.4 0.2 0.3],"[0, 4, 5, 7, 8]",5,share,"['z', 's', 'u', 'f', 's', 'r', 'e', 'h', 'n', 'i', 'w', 'j', 'b', 'a', 'y', 'l', 'o', 'x']",[],394,40,think,True,0,2
0,4,altruistic,[0.1 0.2 0.4 0.3],"[0, 1, 2, 3]",4,great,"['u', 'l', 'k', 'o', 's', 'f', 'm', 'g', 'a', 'n', 'q', 'b', 'p']",['e' 'r' 't'],395,40,pass,True,0,1
0,5,selfish,[0.1 0.4 0.2 0.3],"[0, 1, 2, 3, 7, 9]",6,relax,"['e', 'x', 'x', 'j', 'r', 'a', 'l', 'z', 'h', 'b', 'w', 'k', 'f', 'p', 'i', 'g']",[],396,40,steal,False,0,3
0,6,altruistic,[0.1 0.2 0.4 0.3],"[1, 7, 8, 9]",4,plain,"['x', 'a', 'w', 'n', 'j', 'p', 'z']",['i' 'l'],397,40,pass,True,0,2
0,7,altruistic,[0.1 0.2 0.4 0.3],"[0, 1, 3, 5, 6]",5,later,"['j', 'h', 'w', 'z', 'b', 'a', 'x', 'f', 'n', 'l']",['e' 'r' 't'],398,40,pass,True,0,2
0,8,altruistic,[0.1 0.2 0.4 0.3],"[3, 6]",2,after,"['a', 'r', 'i', 'y', 'n', 'e', 't', 'x', 'j', 'w', 'f']",[],399,40,steal,False,0,0
0,9,selfish,[0.1 0.4 0.2 0.3],"[1, 2, 5, 6]",4,earth,"['t', 'p', 'k', 'z', 'i', 'r', 'e', 'h', 'a', 'j', 'f', 'b', 'n', 'w', 'l']",[],400,40,think,True,0,1
