,node,strategy,action_vector,neighbors,degree,target,avail_letters,letters_needed,global_time,action_number,action,action_success,words_formed_bool,words_formed
0,8,altruistic,[0.1 0.2 0.4 0.3],"[3, 6]",2,after,"['a', 'r', 'i', 'y', 'n']",['e' 'f' 't'],139,14,think,True,0,0
0,9,selfish,[0.1 0.4 0.2 0.3],"[1, 2, 5, 6]",4,earth,"['t', 'p', 'k', 'z', 'i', 'r', 'e', 'a']",['h'],140,14,steal,True,0,1
0,0,selfish,[0.1 0.4 0.2 0.3],"[1, 2, 3, 4, 5, 7]",6,mazes,"['f', 'l', 'm', 'i', 'j', 'a', 'z', 's', 'k', 'b', 'u', 'w', 'n', 'q', 'a']",['e'],141,15,steal,True,0,2
0,1,altruistic,[0.1 0.2 0.4 0.3],"[0, 4, 5, 6, 7, 9]",6,their,"['l', 'f', 'p', 'a', 'q', 't', 'x', 'n', 'h', 'w', 'j', 'z']",['e' 'i' 'r'],142,15,think,True,0,0
0,2,selfish,[0.1 0.4 0.2 0.3],"[0, 4, 5, 9]",4,about,"['b', 'm', 'h', 'n', 'g', 'a', 't', 'o', 'u', 'p', 'j', 'l']",[],143,15,think,True,0,0
0,3,selfish,[0.1 0.4 0.2 0.3],"[0, 4, 5, 7, 8]",5,fresh,"['z', 's', 'u', 'f', 's', 'e', 'h', 'n', 'r', 'i', 'w']",[],144,15,think,True,0,1
0,4,altruistic,[0.1 0.2 0.4 0.3],"[0, 1, 2, 3]",4,other,"['u', 'l', 'k', 'o', 's', 'r', 'h', 'f', 'm', 'g', 'a', 'n']",['e' 't'],145,15,pass,True,0,0
0,5,selfish,[0.1 0.4 0.2 0.3],"[0, 1, 2, 3, 7, 9]",6,fixer,"['e', 'x', 'x', 'j', 'r', 'i', 'l', 'f', 'z']",[],146,15,steal,False,0,1
0,6,altruistic,[0.1 0.2 0.4 0.3],"[1, 7, 8, 9]",4,first,"['x', 'a', 'w', 'n', 'j', 'f', 't']",['i' 'r' 's'],147,15,pass,True,0,0
0,7,altruistic,[0.1 0.2 0.4 0.3],"[0, 1, 3, 5, 6]",5,water,"['j', 'h', 'w', 'z', 'b', 'r', 't', 'e', 'a', 'x', 'f']",[],148,15,pass,True,0,0
0,8,altruistic,[0.1 0.2 0.4 0.3],"[3, 6]",2,after,"['a', 'r', 'i', 'y', 'n', 'x']",['e' 'f' 't'],149,15,form,False,0,0
0,9,selfish,[0.1 0.4 0.2 0.3],"[1, 2, 5, 6]",4,earth,"['t', 'p', 'k', 'z', 'i', 'r', 'e', 'a']",['h'],150,15,pass,True,0,1
0,0,selfish,[0.1 0.4 0.2 0.3],"[1, 2, 3, 4, 5, 7]",6,mazes,"['f', 'l', 'm', 'i', 'j', 'a', 'e', 'z', 's', 'k', 'b', 'u', 'w', 'n', 'q', 'a']",[],151,16,steal,True,0,2
0,1,altruistic,[0.1 0.2 0.4 0.3],"[0, 4, 5, 6, 7, 9]",6,their,"['l', 'f', 'p', 'a', 'q', 't', 'x', 'n', 'h', 'w', 'j', 'z', 's', 'b', 'i']",['e' 'r'],152,16,think,True,0,0
0,2,selfish,[0.1 0.4 0.2 0.3],"[0, 4, 5, 9]",4,about,"['b', 'm', 'h', 'n', 'g', 'a', 't', 'o', 'u', 'p', 'j', 'l']",[],153,16,steal,False,0,0
0,3,selfish,[0.1 0.4 0.2 0.3],"[0, 4, 5, 7, 8]",5,fresh,"['z', 's', 'u', 'f', 's', 'e', 'h', 'n', 'r', 'i', 'w']",[],154,16,think,True,0,1
0,4,altruistic,[0.1 0.2 0.4 0.3],"[0, 1, 2, 3]",4,other,"['u', 'l', 'k', 'o', 's', 'r', 'h', 'f', 'm', 'g', 'a', 'n']",['e' 't'],155,16,pass,True,0,0
0,5,selfish,[0.1 0.4 0.2 0.3],"[0, 1, 2, 3, 7, 9]",6,fixer,"['e', 'x', 'x', 'j', 'r', 'i', 'l', 'f', 'z']",[],156,16,pass,True,0,1
0,6,altruistic,[0.1 0.2 0.4 0.3],"[1, 7, 8, 9]",4,first,"['x', 'a', 'w', 'n', 'j', 'f', 't']",['i' 'r' 's'],157,16,form,False,0,0
0,7,altruistic,[0.1 0.2 0.4 0.3],"[0, 1, 3, 5, 6]",5,water,"['j', 'h', 'w', 'z', 'b', 'r', 't', 'e', 'a', 'x', 'f']",[],158,16,pass,True,0,0
0,8,altruistic,[0.1 0.2 0.4 0.3],"[3, 6]",2,after,"['a', 'r', 'i', 'y', 'n', 'x']",['e' 'f' 't'],159,16,pass,True,0,0
0,9,selfish,[0.1 0.4 0.2 0.3],"[1, 2, 5, 6]",4,earth,"['t', 'p', 'k', 'z', 'i', 'r', 'e', 'a']",['h'],160,16,form,False,0,1
0,0,selfish,[0.1 0.4 0.2 0.3],"[1, 2, 3, 4, 5, 7]",6,mazes,"['f', 'l', 'm', 'i', 'j', 'a', 'e', 'z', 's', 'k', 'b', 'u', 'w', 'n', 'q', 'a', 'x']",[],161,17,think,True,0,2
0,1,altruistic,[0.1 0.2 0.4 0.3],"[0, 4, 5, 6, 7, 9]",6,their,"['l', 'f', 'p', 'a', 'q', 't', 'x', 'n', 'h', 'w', 'j', 'z', 's', 'b', 'i']",['e' 'r'],162,17,pass,True,0,0
0,2,selfish,[0.1 0.4 0.2 0.3],"[0, 4, 5, 9]",4,about,"['b', 'm', 'h', 'n', 'g', 'a', 't', 'o', 'u', 'p', 'j', 'l', 's']",[],163,17,steal,False,0,0
0,3,selfish,[0.1 0.4 0.2 0.3],"[0, 4, 5, 7, 8]",5,fresh,"['z', 's', 'u', 'f', 's', 'e', 'h', 'n', 'r', 'i', 'w', 'j']",[],164,17,steal,False,0,1
0,4,altruistic,[0.1 0.2 0.4 0.3],"[0, 1, 2, 3]",4,other,"['u', 'l', 'k', 'o', 's', 'r', 'h', 'f', 'm', 'g', 'a', 'n', 'q']",['e' 't'],165,17,pass,True,0,0
0,5,selfish,[0.1 0.4 0.2 0.3],"[0, 1, 2, 3, 7, 9]",6,fixer,"['e', 'x', 'x', 'j', 'r', 'i', 'l', 'f', 'z']",[],166,17,steal,False,0,1
0,6,altruistic,[0.1 0.2 0.4 0.3],"[1, 7, 8, 9]",4,first,"['x', 'a', 'w', 'n', 'j', 'f', 't', 'i']",['r' 's'],167,17,pass,True,0,0
0,7,altruistic,[0.1 0.2 0.4 0.3],"[0, 1, 3, 5, 6]",5,heart,"['j', 'h', 'w', 'z', 'b', 'x', 'f']",['a' 'e' 'r' 't'],168,17,form,True,1,1
0,8,altruistic,[0.1 0.2 0.4 0.3],"[3, 6]",2,after,"['a', 'r', 'i', 'y', 'n', 'x', 'j']",['e' 'f' 't'],169,17,form,False,0,0
0,9,selfish,[0.1 0.4 0.2 0.3],"[1, 2, 5, 6]",4,earth,"['t', 'p', 'k', 'z', 'i', 'r', 'e', 'a']",['h'],170,17,think,True,0,1
0,0,selfish,[0.1 0.4 0.2 0.3],"[1, 2, 3, 4, 5, 7]",6,mazes,"['f', 'l', 'm', 'i', 'j', 'a', 'e', 'z', 's', 'k', 'b', 'u', 'w', 'n', 'q', 'a', 'x']",[],171,18,think,True,0,2
0,1,altruistic,[0.1 0.2 0.4 0.3],"[0, 4, 5, 6, 7, 9]",6,their,"['l', 'f', 'p', 'a', 'q', 't', 'x', 'n', 'h', 'w', 'j', 'z', 's', 'b', 'i', 'k']",['e' 'r'],172,18,form,False,0,0
0,2,selfish,[0.1 0.4 0.2 0.3],"[0, 4, 5, 9]",4,about,"['b', 'm', 'h', 'n', 'g', 'a', 't', 'o', 'u', 'p', 'j', 'l', 's']",[],173,18,steal,False,0,0
0,3,selfish,[0.1 0.4 0.2 0.3],"[0, 4, 5, 7, 8]",5,fresh,"['z', 's', 'u', 'f', 's', 'e', 'h', 'n', 'r', 'i', 'w', 'j']",[],174,18,steal,False,0,1
0,4,altruistic,[0.1 0.2 0.4 0.3],"[0, 1, 2, 3]",4,other,"['u', 'l', 'k', 'o', 's', 'r', 'h', 'f', 'm', 'g', 'a', 'n', 'q']",['e' 't'],175,18,pass,True,0,0
0,5,selfish,[0.1 0.4 0.2 0.3],"[0, 1, 2, 3, 7, 9]",6,fixer,"['e', 'x', 'x', 'j', 'r', 'i', 'l', 'f', 'z']",[],176,18,steal,False,0,1
0,6,altruistic,[0.1 0.2 0.4 0.3],"[1, 7, 8, 9]",4,first,"['x', 'a', 'w', 'n', 'j', 'f', 't', 'i']",['r' 's'],177,18,pass,True,0,0
0,7,altruistic,[0.1 0.2 0.4 0.3],"[0, 1, 3, 5, 6]",5,heart,"['j', 'h', 'w', 'z', 'b', 'r', 'x', 'f']",['a' 'e' 't'],178,18,steal,True,0,1
0,8,altruistic,[0.1 0.2 0.4 0.3],"[3, 6]",2,after,"['a', 'r', 'i', 'y', 'n', 'x', 'j', 'w']",['e' 'f' 't'],179,18,pass,True,0,0
0,9,selfish,[0.1 0.4 0.2 0.3],"[1, 2, 5, 6]",4,earth,"['t', 'p', 'k', 'z', 'i', 'r', 'e', 'h', 'a']",[],180,18,steal,True,0,1
0,0,selfish,[0.1 0.4 0.2 0.3],"[1, 2, 3, 4, 5, 7]",6,mazes,"['f', 'l', 'm', 'i', 'j', 'a', 'e', 'z', 's', 'k', 'b', 'u', 'w', 'n', 'q', 'a', 'x']",[],181,19,pass,True,0,2
0,1,altruistic,[0.1 0.2 0.4 0.3],"[0, 4, 5, 6, 7, 9]",6,their,"['l', 'f', 'p', 'a', 'q', 't', 'x', 'n', 'h', 'w', 'j', 'z', 's', 'b', 'i', 'k', 'm']",['e' 'r'],182,19,pass,True,0,0
0,2,selfish,[0.1 0.4 0.2 0.3],"[0, 4, 5, 9]",4,about,"['b', 'm', 'h', 'n', 'g', 'a', 't', 'o', 'u', 'p', 'j', 'l', 's']",[],183,19,think,True,0,0
0,3,selfish,[0.1 0.4 0.2 0.3],"[0, 4, 5, 7, 8]",5,fresh,"['z', 's', 'u', 'f', 's', 'e', 'h', 'n', 'r', 'i', 'w', 'j']",[],184,19,think,True,0,1
0,4,altruistic,[0.1 0.2 0.4 0.3],"[0, 1, 2, 3]",4,other,"['u', 'l', 'k', 'o', 's', 'r', 'h', 'f', 'm', 'g', 'a', 'n', 'q']",['e' 't'],185,19,think,True,0,0
0,5,selfish,[0.1 0.4 0.2 0.3],"[0, 1, 2, 3, 7, 9]",6,fixer,"['e', 'x', 'x', 'j', 'r', 'i', 'l', 'f', 'z']",[],186,19,pass,True,0,1
0,6,altruistic,[0.1 0.2 0.4 0.3],"[1, 7, 8, 9]",4,first,"['x', 'a', 'w', 'n', 'j', 'f', 't', 'r', 'i', 'l']",['s'],187,19,steal,True,0,0
0,7,altruistic,[0.1 0.2 0.4 0.3],"[0, 1, 3, 5, 6]",5,heart,"['j', 'h', 'w', 'z', 'b', 'r', 'x', 'f']",['a' 'e' 't'],188,19,pass,True,0,1
0,8,altruistic,[0.1 0.2 0.4 0.3],"[3, 6]",2,after,"['a', 'r', 'i', 'y', 'n', 'x', 'j', 'w']",['e' 'f' 't'],189,19,think,True,0,0
0,9,selfish,[0.1 0.4 0.2 0.3],"[1, 2, 5, 6]",4,earth,"['t', 'p', 'k', 'z', 'i', 'r', 'e', 'h', 'a', 'j']",[],190,19,pass,True,0,1
0,0,selfish,[0.1 0.4 0.2 0.3],"[1, 2, 3, 4, 5, 7]",6,means,"['f', 'l', 'm', 'i', 'j', 'k', 'b', 'u', 'w', 'n', 'q', 'x', 'h']",['a' 'e' 's'],191,20,form,True,1,3
